28899 2237352
19 17544 -10.834371286713184
19 23462 -10.834371286713184
19 25930 -10.834371286713184
19 25921 -10.141224106153238
19 17398 -10.834371286713184
19 8138 -10.834371286713184
19 11686 -10.834371286713184
19 25948 -10.834371286713184
19 22433 -10.834371286713184
19 10197 -10.834371286713184
19 25746 -10.141224106153238
19 822 -9.735758998045073
19 11787 -10.834371286713184
19 25933 -10.141224106153238
19 5891 -10.834371286713184
19 14968 -9.448076925593293
19 15616 -10.141224106153238
19 11751 -10.141224106153238
19 14635 -9.735758998045073
19 6372 -10.834371286713184
19 14859 -10.834371286713184
19 21912 -10.141224106153238
19 17537 -10.834371286713184
19 5323 -10.834371286713184
19 11483 -10.834371286713184
19 14202 -10.141224106153238
19 18491 -10.834371286713184
19 16673 -9.735758998045073
19 25967 -10.834371286713184
19 5766 -9.735758998045073
19 14723 -10.834371286713184
19 1147 -10.834371286713184
19 12900 -10.834371286713184
19 1970 -10.834371286713184
19 15619 -10.834371286713184
19 1533 -9.042611817485128
19 23987 -10.834371286713184
19 17470 -10.834371286713184
19 2752 -10.141224106153238
19 6491 -10.834371286713184
19 9171 -10.834371286713184
19 25982 -10.834371286713184
19 15294 -10.834371286713184
19 11502 -10.834371286713184
19 21331 -10.141224106153238
19 2578 -9.735758998045073
19 410 -9.735758998045073
19 11902 -10.141224106153238
19 15135 -10.141224106153238
19 466 -9.735758998045073
19 10706 -10.141224106153238
19 2579 -10.834371286713184
19 23500 -10.141224106153238
19 14332 -10.141224106153238
19 25987 -10.141224106153238
19 11173 -10.834371286713184
19 6405 -10.834371286713184
19 14574 -10.834371286713184
19 18326 -10.834371286713184
19 21718 -10.141224106153238
19 523 -10.834371286713184
19 17409 -10.834371286713184
19 2059 -10.141224106153238
19 3687 -10.834371286713184
19 3391 -9.735758998045073
19 20713 -10.834371286713184
19 2041 -10.834371286713184
19 7913 -10.834371286713184
19 2256 -10.834371286713184
19 17341 -10.141224106153238
19 17672 -10.834371286713184
19 9478 -10.834371286713184
19 3274 -10.141224106153238
19 5730 -9.735758998045073
19 4879 -8.888461137657870
19 22167 -10.834371286713184
19 5253 -10.834371286713184
19 6375 -10.834371286713184
19 26015 -10.834371286713184
19 25970 -10.834371286713184
19 3227 -10.834371286713184
19 17256 -9.735758998045073
19 8402 -10.834371286713184
19 26022 -10.141224106153238
19 26024 -10.834371286713184
19 4614 -10.834371286713184
19 3970 -10.834371286713184
19 23209 -10.141224106153238
19 26026 -10.834371286713184
19 25223 -9.448076925593293
19 19320 -10.834371286713184
19 26029 -10.141224106153238
19 26016 -10.834371286713184
19 17825 -10.834371286713184
19 8354 -10.834371286713184
19 19677 -10.834371286713184
19 734 -10.141224106153238
19 12992 -9.735758998045073
19 19213 -10.141224106153238
19 26047 -10.834371286713184
19 26037 -10.141224106153238
19 26046 -10.834371286713184
19 24062 -10.834371286713184
19 26035 -10.834371286713184
19 13560 -10.834371286713184
19 26033 -10.141224106153238
19 11017 -10.141224106153238
19 22277 -10.834371286713184
19 22897 -10.834371286713184
19 7377 -10.141224106153238
19 8605 -10.834371286713184
19 9462 -10.141224106153238
19 12561 -10.834371286713184
19 5670 -10.834371286713184
19 1233 -9.735758998045073
19 2354 -9.735758998045073
19 7936 -9.224933374279082
19 15992 -10.834371286713184
19 26070 -10.834371286713184
19 19342 -10.141224106153238
19 23339 -9.224933374279082
19 26074 -10.834371286713184
19 5595 -10.834371286713184
19 762 -9.042611817485128
19 4095 -9.448076925593293
19 4635 -10.141224106153238
19 20513 -10.834371286713184
19 25306 -10.834371286713184
19 11447 -10.834371286713184
19 2216 -10.834371286713184
19 16704 -10.834371286713184
19 3558 -9.224933374279082
19 1685 -10.834371286713184
19 5223 -10.834371286713184
19 13123 -10.141224106153238
19 20724 -10.834371286713184
19 2460 -9.448076925593293
19 8165 -10.834371286713184
19 17445 -10.141224106153238
19 26087 -10.834371286713184
19 21567 -10.834371286713184
19 4829 -10.141224106153238
19 21545 -10.834371286713184
19 26089 -10.834371286713184
19 14836 -10.141224106153238
19 4650 -10.834371286713184
19 2838 -10.834371286713184
19 26062 -10.141224106153238
19 26066 -10.141224106153238
19 7278 -10.834371286713184
19 26091 -10.141224106153238
19 13961 -9.735758998045073
19 21273 -10.141224106153238
19 9046 -10.834371286713184
19 2694 -9.735758998045073
19 1315 -10.834371286713184
19 996 -10.141224106153238
19 10976 -10.141224106153238
19 16488 -10.834371286713184
19 26097 -9.735758998045073
19 10795 -10.834371286713184
19 14597 -10.834371286713184
19 3757 -10.834371286713184
19 15806 -10.834371286713184
19 3065 -10.834371286713184
19 6087 -10.834371286713184
19 6131 -10.834371286713184
19 6246 -10.834371286713184
19 9930 -10.834371286713184
19 12221 -10.141224106153238
19 570 -9.448076925593293
19 13262 -10.141224106153238
19 15439 -10.834371286713184
19 1664 -10.141224106153238
19 14976 -10.834371286713184
19 5794 -10.834371286713184
19 4943 -10.834371286713184
19 17166 -10.834371286713184
19 2868 -9.448076925593293
19 24171 -10.834371286713184
19 4492 -10.141224106153238
19 26134 -10.834371286713184
19 12195 -10.834371286713184
19 13873 -10.834371286713184
19 17048 -10.834371286713184
19 11687 -10.141224106153238
19 13623 -10.834371286713184
19 16332 -10.834371286713184
19 5535 -9.448076925593293
19 9538 -10.834371286713184
19 14770 -10.141224106153238
19 12774 -10.141224106153238
19 11809 -10.834371286713184
19 5029 -10.834371286713184
19 2557 -10.834371286713184
19 23081 -10.834371286713184
19 22472 -10.834371286713184
19 9688 -10.141224106153238
19 2227 -10.834371286713184
19 179 -10.141224106153238
19 22876 -10.834371286713184
19 9107 -10.141224106153238
19 13005 -10.834371286713184
19 17531 -10.834371286713184
19 8649 -10.141224106153238
19 10745 -10.834371286713184
19 3806 -10.141224106153238
19 1156 -10.141224106153238
19 16547 -10.834371286713184
19 19728 -10.834371286713184
19 1006 -10.834371286713184
19 16013 -10.834371286713184
19 3968 -10.834371286713184
19 9204 -10.834371286713184
19 26173 -10.141224106153238
19 26007 -10.834371286713184
19 26176 -10.834371286713184
19 12737 -10.834371286713184
19 9834 -10.834371286713184
19 2254 -10.834371286713184
19 934 -10.834371286713184
19 8247 -10.834371286713184
19 5881 -10.834371286713184
19 26168 -10.141224106153238
19 3535 -10.834371286713184
19 23389 -10.834371286713184
19 9821 -10.834371286713184
19 10067 -9.042611817485128
19 12296 -10.834371286713184
19 23329 -10.834371286713184
19 20659 -10.834371286713184
19 26193 -10.834371286713184
19 8036 -10.834371286713184
19 4938 -10.834371286713184
19 4131 -10.834371286713184
19 2584 -10.141224106153238
19 2433 -10.141224106153238
19 10911 -10.834371286713184
19 2346 -9.224933374279082
19 2657 -10.141224106153238
19 13599 -10.141224106153238
19 10434 -10.834371286713184
19 23077 -10.141224106153238
19 9164 -10.834371286713184
19 16557 -10.141224106153238
19 789 -10.141224106153238
19 7528 -10.834371286713184
19 684 -10.141224106153238
19 10850 -10.834371286713184
19 1928 -9.735758998045073
19 7827 -10.834371286713184
19 4576 -10.834371286713184
19 25216 -10.834371286713184
19 26225 -9.735758998045073
19 12647 -10.834371286713184
19 9142 -10.834371286713184
19 26218 -10.834371286713184
19 8957 -9.735758998045073
19 20096 -10.834371286713184
19 26216 -10.834371286713184
19 8022 -10.834371286713184
19 8021 -10.834371286713184
19 3692 -10.834371286713184
19 7862 -9.735758998045073
19 24657 -10.834371286713184
19 1681 -9.735758998045073
19 7873 -10.141224106153238
19 19926 -10.834371286713184
19 26244 -9.042611817485128
19 6587 -10.834371286713184
19 26257 -10.834371286713184
19 1137 -10.141224106153238
19 3861 -10.834371286713184
19 18735 -10.834371286713184
19 10202 -10.834371286713184
19 11639 -9.735758998045073
19 1325 -9.735758998045073
19 25576 -10.834371286713184
19 2637 -10.834371286713184
19 14387 -10.834371286713184
19 10946 -10.834371286713184
19 24220 -10.834371286713184
19 3694 -10.141224106153238
19 3116 -10.834371286713184
19 9230 -10.141224106153238
19 7190 -9.224933374279082
19 14075 -10.141224106153238
19 10543 -10.834371286713184
19 26294 -10.834371286713184
19 18034 -10.834371286713184
19 26293 -10.834371286713184
19 26284 -10.141224106153238
19 11965 -10.834371286713184
19 26291 -10.834371286713184
19 16413 -10.834371286713184
19 5317 -10.141224106153238
19 17563 -10.834371286713184
19 25499 -10.834371286713184
19 14698 -10.834371286713184
19 14617 -10.834371286713184
19 5591 -10.834371286713184
19 4760 -10.834371286713184
19 6138 -10.834371286713184
19 22117 -10.834371286713184
19 11826 -10.834371286713184
19 3435 -10.141224106153238
19 2185 -10.834371286713184
19 15155 -10.834371286713184
19 14475 -9.448076925593293
19 2656 -10.834371286713184
19 26320 -10.834371286713184
19 15782 -10.834371286713184
19 22650 -10.141224106153238
19 2919 -10.834371286713184
19 15821 -10.141224106153238
19 14708 -10.834371286713184
19 16393 -10.834371286713184
19 19858 -10.834371286713184
19 19819 -9.448076925593293
19 2109 -10.141224106153238
19 17802 -10.834371286713184
19 9372 -10.141224106153238
19 26324 -10.141224106153238
19 18155 -10.834371286713184
19 22622 -10.834371286713184
19 1995 -10.141224106153238
19 18143 -10.834371286713184
19 11415 -10.141224106153238
19 9159 -10.141224106153238
19 26343 -10.141224106153238
19 17810 -10.834371286713184
19 8779 -9.735758998045073
19 18537 -10.834371286713184
19 6613 -10.834371286713184
19 26330 -10.834371286713184
19 25541 -10.141224106153238
19 22442 -10.834371286713184
19 26347 -10.834371286713184
19 2573 -10.834371286713184
19 13439 -10.834371286713184
19 17538 -10.834371286713184
19 20187 -10.834371286713184
19 19540 -10.834371286713184
19 13842 -10.834371286713184
19 7071 -10.141224106153238
19 14220 -10.834371286713184
19 18898 -10.834371286713184
19 4287 -10.834371286713184
19 25666 -10.141224106153238
19 26375 -10.834371286713184
19 11925 -9.735758998045073
19 633 -9.735758998045073
19 5327 -10.834371286713184
19 22524 -10.834371286713184
19 21903 -10.834371286713184
19 11452 -10.834371286713184
19 17541 -10.834371286713184
19 24070 -10.834371286713184
19 14712 -10.834371286713184
19 16465 -10.834371286713184
19 16835 -10.834371286713184
19 11520 -10.834371286713184
19 15130 -10.834371286713184
19 16327 -10.834371286713184
19 16629 -10.834371286713184
19 4616 -8.001157942656967
19 26399 -10.834371286713184
19 20327 -9.735758998045073
19 9428 -10.834371286713184
19 4984 -9.735758998045073
19 1460 -10.141224106153238
19 11406 -9.735758998045073
19 13467 -8.195313957097925
19 9393 -10.834371286713184
19 17468 -10.834371286713184
19 4850 -9.735758998045073
19 14513 -10.834371286713184
19 26407 -10.141224106153238
19 26408 -10.141224106153238
19 18148 -10.834371286713184
19 8668 -10.834371286713184
19 17829 -10.834371286713184
19 17708 -9.735758998045073
19 15190 -10.834371286713184
19 20910 -10.834371286713184
19 24708 -10.141224106153238
19 25819 -9.448076925593293
19 13468 -10.834371286713184
19 13548 -10.834371286713184
19 26410 -10.834371286713184
19 21931 -10.834371286713184
19 16585 -10.834371286713184
19 750 -10.834371286713184
19 25336 -10.834371286713184
19 139 -9.448076925593293
19 5735 -10.834371286713184
19 6570 -10.834371286713184
19 9718 -10.141224106153238
19 20877 -9.735758998045073
19 1019 -10.834371286713184
19 11156 -10.834371286713184
19 23863 -10.834371286713184
19 1112 -10.834371286713184
19 18912 -10.834371286713184
19 26227 -10.141224106153238
19 9170 -9.735758998045073
19 16632 -10.834371286713184
19 11654 -10.834371286713184
19 14492 -10.141224106153238
19 26422 -10.834371286713184
19 19109 -10.834371286713184
19 20514 -10.834371286713184
19 19172 -10.141224106153238
19 14778 -10.834371286713184
19 18350 -10.834371286713184
19 11256 -10.834371286713184
19 3093 -10.141224106153238
19 2012 -9.735758998045073
19 18655 -10.834371286713184
19 9308 -10.834371286713184
19 10610 -10.141224106153238
19 6616 -10.834371286713184
19 16572 -10.834371286713184
19 14704 -10.834371286713184
19 23557 -10.834371286713184
19 13745 -10.141224106153238
19 5356 -10.834371286713184
19 22341 -10.141224106153238
19 22474 -10.141224106153238
19 1065 -10.141224106153238
19 3616 -10.834371286713184
19 24625 -10.834371286713184
19 2797 -10.834371286713184
19 7588 -10.834371286713184
19 13488 -9.735758998045073
19 1701 -10.141224106153238
19 8966 -9.735758998045073
19 26455 -10.141224106153238
19 5432 -10.141224106153238
19 1882 -9.448076925593293
19 7853 -10.834371286713184
19 26460 -10.834371286713184
19 26461 -10.141224106153238
19 9795 -10.834371286713184
19 6040 -10.834371286713184
19 26454 -10.834371286713184
19 1321 -10.834371286713184
19 9103 -10.834371286713184
19 12829 -10.141224106153238
19 12503 -10.834371286713184
19 19255 -9.735758998045073
19 11168 -9.735758998045073
19 21781 -10.834371286713184
19 11986 -9.448076925593293
19 10656 -10.141224106153238
19 16325 -10.834371286713184
19 755 -10.834371286713184
19 16903 -10.834371286713184
19 26474 -10.834371286713184
19 1446 -10.834371286713184
19 5599 -10.834371286713184
19 3540 -10.834371286713184
19 13923 -10.834371286713184
19 5531 -10.834371286713184
19 7639 -10.834371286713184
19 19818 -9.735758998045073
19 20516 -10.834371286713184
19 3706 -10.834371286713184
19 4110 -10.834371286713184
19 25872 -10.834371286713184
19 15512 -9.735758998045073
19 10033 -10.834371286713184
19 6755 -9.224933374279082
19 875 -9.448076925593293
19 20066 -10.834371286713184
19 3647 -10.141224106153238
19 26483 -10.834371286713184
19 26486 -10.834371286713184
19 22447 -10.141224106153238
19 26487 -10.834371286713184
19 8661 -10.834371286713184
19 8943 -10.141224106153238
19 26496 -10.141224106153238
19 26500 -10.141224106153238
19 13504 -10.141224106153238
19 9056 -9.735758998045073
19 18050 -10.141224106153238
19 26505 -10.141224106153238
19 2032 -10.834371286713184
19 13492 -10.141224106153238
19 4846 -8.888461137657870
19 26480 -10.834371286713184
19 701 -10.141224106153238
19 26513 -10.834371286713184
19 16412 -10.834371286713184
19 20999 -10.834371286713184
19 21469 -10.141224106153238
19 16287 -10.834371286713184
19 4281 -9.448076925593293
19 11453 -10.834371286713184
19 1716 -10.141224106153238
19 2300 -10.834371286713184
19 21509 -10.834371286713184
19 26503 -10.141224106153238
19 8508 -10.834371286713184
19 13132 -9.735758998045073
19 4909 -9.735758998045073
19 21870 -10.834371286713184
19 15827 -10.141224106153238
19 2268 -10.834371286713184
19 26537 -10.141224106153238
19 17526 -9.735758998045073
19 15720 -10.834371286713184
19 10686 -10.834371286713184
19 579 -10.141224106153238
19 21030 -10.834371286713184
19 10969 -9.448076925593293
19 23345 -9.735758998045073
19 11315 -10.834371286713184
19 16869 -10.834371286713184
19 26499 -10.834371286713184
19 24810 -10.141224106153238
19 9816 -10.834371286713184
19 17972 -10.141224106153238
19 26547 -10.834371286713184
19 4291 -10.834371286713184
19 10104 -10.834371286713184
19 3596 -10.834371286713184
19 635 -10.141224106153238
19 19591 -10.834371286713184
19 20540 -10.834371286713184
19 3056 -10.141224106153238
19 19166 -10.141224106153238
19 16336 -10.834371286713184
19 14930 -10.141224106153238
19 14372 -10.141224106153238
19 13063 -10.834371286713184
19 15572 -10.834371286713184
19 498 -10.834371286713184
19 26575 -10.834371286713184
19 3742 -10.141224106153238
19 343 -10.834371286713184
19 23223 -10.834371286713184
19 25736 -10.141224106153238
19 18781 -10.834371286713184
19 7038 -10.834371286713184
19 13626 -10.141224106153238
19 15218 -10.141224106153238
19 2801 -9.735758998045073
19 242 -10.834371286713184
19 23859 -10.834371286713184
19 26571 -10.834371286713184
19 5703 -10.834371286713184
19 11021 -10.834371286713184
19 4491 -9.224933374279082
19 7942 -10.834371286713184
19 18555 -10.141224106153238
19 16747 -10.141224106153238
19 1457 -10.834371286713184
19 2753 -10.834371286713184
19 13007 -10.141224106153238
19 24804 -10.834371286713184
19 26583 -10.834371286713184
19 12228 -10.834371286713184
19 15143 -10.834371286713184
19 6465 -10.834371286713184
19 7516 -9.448076925593293
19 5862 -10.834371286713184
19 22670 -10.834371286713184
19 15791 -10.834371286713184
19 26593 -10.834371286713184
19 13392 -10.834371286713184
19 21133 -9.224933374279082
19 26189 -10.141224106153238
19 15057 -10.834371286713184
19 24644 -10.141224106153238
19 4430 -9.042611817485128
19 7674 -10.141224106153238
19 3071 -10.834371286713184
19 14062 -10.834371286713184
19 3107 -10.834371286713184
19 10595 -10.834371286713184
19 19234 -10.834371286713184
19 26602 -10.834371286713184
